Sales_ID;name;year;selling_price;km_driven;Region;State or Province;City;fuel;seller_type;transmission;owner;mileage;engine;max_power;torque;seats;sold
7050;Toyota;2015;90000;125000;West;New Mexico;Clovis;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
7051;Toyota;2015;90000;125000;West;New Mexico;Hobbs;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
7109;Ford;2017;90000;35000;Central;Iowa;Sioux City;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
7118;Chevrolet;2016;90000;100000;Central;Iowa;Sioux City;Diesel;Individual;Manual;First_Owner;13,58;2499;72,4;171Nm@ 1800rpm;9;N
7688;Renault;2017;90000;50000;Central;Michigan;Troy;Diesel;Individual;Manual;First_Owner;20,37;1461;108,45;240Nm@ 1750rpm;5;N
7705;Mahindra;2018;90000;12000;South;Florida;Panama City;Diesel;Dealer;Manual;First_Owner;16,55;2498;105;247Nm@ 1800-2000rpm;6;N
7782;Mahindra;2018;90000;35000;East;Massachusetts;Agawam;Diesel;Individual;Manual;First_Owner;16,55;2498;105;247Nm@ 1800-2000rpm;6;N
7821;BMW;2012;90000;155000;South;Florida;Tallahassee;Diesel;Individual;Automatic;Second_Owner;16,07;1995;181;380Nm@ 1750rpm;4;N
7825;Hyundai;2015;90000;50000;West;California;Rancho Cucamonga;Diesel;Individual;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
3856;Toyota;2015;90500;110000;West;Colorado;Lakewood;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
4909;Ford;2019;90600;30000;South;Virginia;Montclair;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
231;Ford;2018;91000;15000;Central;Michigan;Detroit;Petrol;Individual;Manual;First_Owner;17;1497;121,36;150Nm@ 4500rpm;5;Y
964;Toyota;2013;91000;110000;East;New York;New York City;Diesel;Individual;Manual;Second_Owner;12,99;2494;100;200Nm@ 1400-3400rpm;7;Y
1983;Force;2018;91000;20000;Central;Indiana;Merrillville;Diesel;Dealer;Manual;First_Owner;17;2596;80,8;230Nm@ 1800-2000rpm;5;Y
3250;Hyundai;2015;91000;40000;West;California;Paradise;Diesel;Dealer;Automatic;First_Owner;17,6;1582;126,2;259.87NM@ 1500-3000rpm;5;N
4801;Toyota;2013;91000;70000;South;Virginia;Norfolk;Diesel;Individual;Manual;Second_Owner;12,99;2494;100;200Nm@ 1400-3400rpm;8;N
6275;Maruti;2018;91000;36500;East;New Jersey;Ridgewood;Diesel;Dealer;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
6851;Toyota;2014;91000;80000;East;New York;Schenectady;Diesel;Individual;Manual;Second_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;8;N
7342;Force;2018;91000;20000;West;Idaho;Eagle;Diesel;Dealer;Manual;First_Owner;17;2596;80,8;230Nm@ 1800-2000rpm;5;N
5520;Toyota;2012;91100;155000;West;Washington;Seatac;Diesel;Dealer;Manual;First_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);8;N
3053;Maruti;2018;91200;25000;East;Ohio;Kent;Diesel;Individual;Automatic;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
1989;Tata;2017;92000;26766;West;Oregon;Beaverton;Diesel;Dealer;Manual;First_Owner;21,5;1497;108,5;260Nm@ 1500-2750rpm;5;Y
3137;Maruti;2016;92000;90150;East;Massachusetts;Boston;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
3892;Mahindra;2015;92000;140000;Central;Minnesota;Edina;Diesel;Individual;Manual;First_Owner;16;2179;140;330Nm@ 1600-2800rpm;7;N
6684;Tata;2020;92000;20000;East;Maine;Sanford;Petrol;Individual;Manual;First_Owner;17;1198;108,5;170Nm@ 1750-4000rpm;5;N
43;Honda;2018;92500;28900;East;New York;New York City;Petrol;Dealer;Manual;First_Owner;17,8;1497;117,3;145Nm@ 4600rpm;5;Y
1575;Maruti;2018;92500;23712;West;Utah;Pleasant Grove;Diesel;Trustmark_Dealer;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;Y
1865;Maruti;2018;92500;23712;East;New York;Auburn;Diesel;Trustmark_Dealer;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;Y
2371;Ford;2018;92500;33360;East;Massachusetts;Dennis;Diesel;Dealer;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;N
2685;Tata;2015;92500;60000;South;Georgia;Savannah;Diesel;Individual;Manual;First_Owner;14;2179;138,1;320Nm@ 1700-2700rpm;7;N
3189;Honda;2016;92500;22000;East;New York;Rotterdam;Petrol;Individual;Manual;First_Owner;17,8;1497;117,3;145Nm@ 4600rpm;5;N
3905;Mahindra;2016;92500;48000;East;Pennsylvania;Hazleton;Diesel;Individual;Manual;Second_Owner;16;2179;140;330Nm@ 1600-2800rpm;7;N
4195;Ford;2018;92500;33360;East;New York;Franklin Square;Diesel;Dealer;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;N
4706;Hyundai;2016;92500;79000;West;Idaho;Eagle;Diesel;Dealer;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
4793;Honda;2017;92500;18000;South;North Carolina;Apex;Petrol;Dealer;Automatic;First_Owner;15,6;1497;116,3;146Nm@ 4800rpm;5;N
5168;Mahindra;2019;92500;40000;East;Pennsylvania;Wilkes Barre;Diesel;Individual;Manual;First_Owner;17,3;1497;121;300Nm@ 1750-2500rpm;7;N
5395;BMW;2012;92500;96000;East;Maryland;Edgewood;Diesel;Dealer;Automatic;Second_Owner;19,62;1998;190;400nm@ 1750-2500rpm;5;N
5716;Honda;2016;92500;22000;Central;Michigan;East Lansing;Petrol;Individual;Manual;First_Owner;17,8;1497;117,3;145Nm@ 4600rpm;5;N
5865;Maruti;2020;92500;7400;South;Tennessee;Maryville;Diesel;Individual;Automatic;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
5980;Maruti;2017;92500;50000;Central;Minnesota;Lino Lakes;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
6285;Maruti;2019;92500;50000;Central;Missouri;Jefferson City;Diesel;Dealer;Manual;First_Owner;24,52;1248;88,5;200Nm@ 1750rpm;7;N
7368;Honda;2017;92500;69000;South;Virginia;Reston;Diesel;Dealer;Manual;First_Owner;25,6;1498;97,9;200Nm@ 1750rpm;5;N
7759;Honda;2018;92500;28900;Central;Minnesota;Roseville;Petrol;Dealer;Manual;First_Owner;17,8;1497;117,3;145Nm@ 4600rpm;5;N
7884;Ford;2018;92500;50699;South;Mississippi;Hattiesburg;Diesel;Dealer;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;N
2941;Maruti;2019;93000;15000;South;Florida;Palm Beach Gardens;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
6837;Hyundai;2016;93000;47552;West;California;Lawndale;Diesel;Individual;Manual;Second_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
7629;Ford;2017;93400;101000;East;Massachusetts;Weymouth;Diesel;Individual;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;N
2890;Maruti;2016;94000;50000;West;California;Morgan Hill;Diesel;Individual;Manual;First_Owner;24,52;1248;88,5;200Nm@ 1750rpm;7;N
3313;Maruti;2017;94000;120000;East;New Jersey;Passaic;Diesel;Individual;Manual;First_Owner;24,52;1248;88,5;200Nm@ 1750rpm;7;N
5516;Honda;2017;94000;57900;Central;Illinois;Calumet City;Diesel;Dealer;Manual;First_Owner;21,9;1498;98,6;200Nm@ 1750rpm;7;N
7427;Mahindra;2015;94500;41000;Central;Illinois;East Saint Louis;Diesel;Individual;Manual;First_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;N
2339;Hyundai;2018;94600;60000;South;Virginia;Blacksburg;Diesel;Individual;Manual;First_Owner;22,1;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
6147;Honda;2018;94900;10200;West;Nevada;Pahrump;Petrol;Individual;Manual;First_Owner;17,4;1497;117,6;145Nm@ 4600rpm;5;N
22;Honda;2017;95000;50000;East;New York;New York City;Diesel;Individual;Manual;First_Owner;25,5;1498;98,6;200Nm@ 1750rpm;5;Y
57;Toyota;2016;95000;99000;South;Georgia;Atlanta;Diesel;Dealer;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;7;Y
430;Hyundai;2017;95000;45000;Central;Illinois;Chicago;Diesel;Individual;Manual;First_Owner;21,38;1396;88,7;219.7Nm@ 1500-2750rpm;5;Y
454;Ford;2018;95000;30000;East;New York;New York City;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;Y
589;Mitsubishi;2013;95000;181491;Central;Illinois;Chicago;Diesel;Dealer;Manual;First_Owner;13,5;2477;175,56;400Nm@ 2000-2500rpm;7;Y
673;Maruti;2018;95000;77800;West;California;Los Angeles;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;Y
1003;Maruti;2018;95000;57000;Central;Illinois;Chicago;Diesel;Individual;Manual;Second_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;Y
1021;Tata;2018;95000;40000;Central;Illinois;Chicago;Diesel;Individual;Automatic;First_Owner;21,5;1497;108,5;260Nm@ 1500-2750rpm;5;Y
1044;Mahindra;2013;95000;49700;West;Washington;Federal Way;Diesel;Individual;Manual;First_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;Y
1053;Honda;2017;95000;15000;South;North Carolina;Indian Trail;Petrol;Individual;Automatic;First_Owner;15,4;1497;117,3;145Nm@ 4600rpm;7;Y
1313;Ford;2018;95000;30000;West;California;Manhattan Beach;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;Y
1321;Mahindra;2015;95000;120000;West;California;Los Banos;Diesel;Individual;Manual;Third_Owner;15,4;1997;120;280Nm@ 1800-2800rpm;7;Y
1370;Mahindra;2017;95000;52236;Central;Minnesota;Blaine;Diesel;Dealer;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;7;Y
1371;Mahindra;2017;95000;54470;Central;Minnesota;Blaine;Diesel;Dealer;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;7;Y
1377;Mahindra;2017;95000;61379;Central;Minnesota;Brooklyn Center;Diesel;Dealer;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;7;Y
1571;Nissan;2019;95000;11533;West;Utah;Provo;Petrol;Trustmark_Dealer;Manual;First_Owner;14,23;1498;104,55;142Nm@ 4000rpm;5;Y
1986;Maruti;2018;95000;58511;West;Oregon;Aloha;Diesel;Dealer;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;Y
2015;Ford;2018;95000;27620;South;Florida;Ponte Vedra Beach;Diesel;Dealer;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;Y
2023;Ford;2011;95000;68000;South;Florida;Port Charlotte;Diesel;Individual;Manual;First_Owner;13,1;2499;141;330Nm@ 1800rpm;7;Y
2192;Hyundai;2018;95000;13887;Central;Missouri;Kansas City;Petrol;Individual;Manual;First_Owner;17;1591;121,3;151Nm@ 4850rpm;5;N
2209;Hyundai;2017;95000;20000;West;California;Chico;Petrol;Individual;Manual;First_Owner;17;1591;121,3;151Nm@ 4850rpm;5;N
2221;Mahindra;2019;95000;17000;Central;Illinois;Rock Island;Diesel;Individual;Manual;First_Owner;20;1497;115;300Nm@ 1500-2500rpm;5;N
2417;Mahindra;2012;95000;78500;South;Arkansas;Bella Vista;Diesel;Individual;Manual;First_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;N
2444;Tata;2020;95000;5000;Central;Illinois;Naperville;Petrol;Individual;Automatic;First_Owner;17;1198;108,5;170Nm@ 1750-4000rpm;5;N
2936;Hyundai;2019;95000;15000;South;Florida;Oviedo;Diesel;Individual;Manual;First_Owner;22,1;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
3115;Hyundai;2016;95000;38600;West;Nevada;North Las Vegas;Diesel;Dealer;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
3213;Toyota;2016;95000;80000;Central;Kansas;Leawood;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;7;N
3283;Honda;2016;95000;60000;East;Ohio;Cincinnati;Diesel;Individual;Manual;First_Owner;21,9;1498;98,6;200Nm@ 1750rpm;7;N
3392;Mahindra;2016;95000;60000;Central;Wisconsin;Superior;Diesel;Individual;Manual;Third_Owner;15,4;1997;120;280Nm@ 1800-2800rpm;7;N
3667;Mahindra;2015;95000;188000;East;Massachusetts;Plymouth;Diesel;Individual;Manual;First_Owner;16;2179;140;330Nm@ 1600-2800rpm;7;N
4169;Ford;2018;95000;20000;West;California;Santa Rosa;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4205;Ford;2018;95000;40000;East;New York;Freeport;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4297;Renault;2018;95000;26000;East;New Jersey;Hawthorne;Diesel;Individual;Manual;First_Owner;19,6;1461;108,45;245Nm@ 1750rpm;5;N
4397;Ford;2018;95000;40000;West;California;Santa Ana;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4610;Honda;2017;95000;35000;South;Florida;Fort Pierce;Petrol;Individual;Manual;First_Owner;17,4;1497;117,6;145Nm@ 4600rpm;5;N
4841;Ford;2018;95000;80000;West;California;Escondido;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4853;Maruti;2018;95000;25000;East;New York;Harrison;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
4899;Ford;2019;95000;16034;East;Maine;South Portland;Diesel;Dealer;Manual;First_Owner;21,7;1498;98,96;215Nm@ 1750-2500rpm;5;N
4935;Maruti;2016;95000;45000;Central;Illinois;Plainfield;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
4937;Maruti;2016;95000;46000;Central;Indiana;Noblesville;Diesel;Individual;Manual;Second_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
5051;Maruti;2018;95000;25000;West;California;Hesperia;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
5468;Toyota;2010;95000;426000;Central;Kansas;Emporia;Diesel;Individual;Manual;First_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);7;N
5835;Mahindra;2016;95000;75000;East;New Jersey;Hawthorne;Diesel;Individual;Automatic;Third_Owner;16;2179;140;330Nm@ 1600-2800rpm;7;N
5912;Honda;2015;95000;30000;East;New York;Levittown;Petrol;Individual;Automatic;First_Owner;18;1497;117,3;145Nm@ 4600rpm;5;N
5983;Maruti;2018;95000;7500;South;Alabama;Mobile;Diesel;Individual;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;N
6271;Maruti;2018;95000;48500;South;Tennessee;Maryville;Diesel;Dealer;Manual;First_Owner;25,47;1248;88,5;200Nm@ 1750rpm;7;N
6408;Mahindra;2016;95000;50000;South;Tennessee;La Vergne;Diesel;Individual;Manual;First_Owner;15,4;1997;120;280Nm@ 1800-2800rpm;7;N
6541;Ford;2018;95000;27000;South;North Carolina;Charlotte;Diesel;Dealer;Manual;First_Owner;22,77;1498;98,59;205Nm@ 1750-3250rpm;5;N
6633;Skoda;2018;95000;40000;South;Florida;Brandon;Diesel;Individual;Manual;First_Owner;21,13;1498;108,6;250Nm@ 1500-2500rpm;5;N
6794;Mahindra;2015;95000;75262;Central;Oklahoma;Tulsa;Diesel;Individual;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;7;N
6814;Hyundai;2016;95000;133000;South;Louisiana;Slidell;Diesel;Individual;Manual;First_Owner;21,38;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
6840;Ford;2019;95000;20000;East;Maine;Sanford;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
6889;Maruti;2018;95000;25000;Central;South Dakota;Watertown;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
6958;Mahindra;2015;95000;80000;West;Washington;Tacoma;Diesel;Individual;Manual;Second_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;7;N
7037;Ford;2018;95000;35000;West;Washington;Renton;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
7072;Mahindra;2019;95000;15000;West;Idaho;Caldwell;Diesel;Individual;Manual;First_Owner;16,55;2498;105;247Nm@ 1800-2000rpm;6;N
7076;Volkswagen;2018;95000;75000;West;Idaho;Caldwell;Diesel;Individual;Automatic;First_Owner;21,5;1498;108,5;250Nm@ 1500-3000rpm;5;N
7223;Maruti;2018;95000;51000;Central;Missouri;Independence;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
7278;Toyota;2014;95000;80000;Central;Texas;Mesquite;Diesel;Dealer;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;7;N
7351;Toyota;2015;95000;190000;West;California;Torrance;Diesel;Individual;Manual;Second_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
7442;Honda;2017;95000;24000;Central;Iowa;Newton;Diesel;Dealer;Manual;First_Owner;21,9;1498;98,6;200Nm@ 1750rpm;7;N
7500;Volkswagen;2013;95000;80000;East;Pennsylvania;Monroeville;Diesel;Individual;Manual;Second_Owner;19,33;1968;138,1;320Nm@ 1750-2500rpm;5;N
7659;Tata;2018;95000;14000;West;Washington;Wenatchee;Diesel;Individual;Manual;First_Owner;21,5;1497;108,5;260Nm@ 1500-2750rpm;5;N
7845;Mahindra;2013;95000;49700;East;Ohio;Warren;Diesel;Individual;Manual;First_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;N
7854;Honda;2017;95000;15000;East;Ohio;Troy;Petrol;Individual;Automatic;First_Owner;15,4;1497;117,3;145Nm@ 4600rpm;7;N
8006;Hyundai;2018;95000;70000;East;Ohio;Findlay;Diesel;Individual;Manual;First_Owner;22;1582;126,2;259.87nm@ 1500-3000rpm;5;N
2390;Maruti;2018;95500;40000;South;Virginia;Portsmouth;Diesel;Individual;Manual;First_Owner;24,52;1248;88,5;200Nm@ 1750rpm;7;N
5422;Hyundai;2017;95700;60000;South;Georgia;La Grange;Diesel;Individual;Manual;First_Owner;21,38;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
6121;Hyundai;2017;95700;60000;East;Ohio;Cuyahoga Falls;Diesel;Individual;Manual;First_Owner;21,38;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
2593;Toyota;2012;96000;153000;West;California;Concord;Diesel;Individual;Manual;First_Owner;12,8;2494;102;20.4@ 1400-3400(kgm@ rpm);8;N
2897;Hyundai;2019;96000;20000;East;New Hampshire;Hampton;Diesel;Individual;Manual;First_Owner;24;1396;88,76;219.66NM@ 1500-2750rpm;5;N
4762;Ford;2017;96000;42000;South;Florida;North Port;Diesel;Dealer;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
5064;Mahindra;2019;96000;20000;West;California;Camarillo;Petrol;Individual;Manual;First_Owner;17;1197;108,6;200Nm@ 2000-3500rpm;5;N
5159;Ford;2019;96000;2600;West;California;Pomona;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
7665;Hyundai;2015;96500;60000;Central;Michigan;Warren;Diesel;Individual;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
5934;Toyota;2014;97000;110000;South;Florida;Coral Springs;Diesel;Individual;Manual;Second_Owner;12,99;2494;100,6;200Nm@ 1400-3400rpm;7;N
7648;Tata;2018;97000;21871;East;New Jersey;Dumont;Diesel;Individual;Manual;First_Owner;21,5;1497;108,5;260Nm@ 1500-2750rpm;5;N
7713;Tata;2017;97000;26500;West;Montana;Bozeman;Diesel;Dealer;Manual;First_Owner;17,6;2179;147,94;320Nm@ 1500-3000rpm;7;N
5042;Mahindra;2019;97400;15000;East;Connecticut;Branford;Diesel;Individual;Manual;First_Owner;16,55;2498;105;247Nm@ 1800-2000rpm;6;N
150;BMW;2010;97500;72200;East;District of Columbia;Washington;Petrol;Dealer;Automatic;Second_Owner;10,8;2497;150;250 Nm at 2750 rpm;5;Y
1828;Ford;2011;97500;93468;Central;Texas;Burleson;Diesel;Individual;Automatic;Second_Owner;11,4;2953;153,86;380Nm@ 2500rpm;7;Y
2155;Honda;2017;97500;82000;East;Maryland;Laurel;Diesel;Individual;Manual;First_Owner;25,6;1498;97,9;200Nm@ 1750rpm;5;N
2714;Mahindra;2016;97500;54000;South;North Carolina;Fayetteville;Diesel;Individual;Automatic;First_Owner;16;1997;140;320Nm@ 1600-2800rpm;7;N
2976;Toyota;2011;97500;120000;Central;Nebraska;North Platte;Diesel;Individual;Manual;Third_Owner;11,5;2982;171;343Nm@ 1400-3400rpm;7;N
3117;Hyundai;2017;97500;48698;West;Idaho;Boise;Diesel;Dealer;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
4199;Ford;2019;97500;30000;East;New York;Freeport;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4499;Ford;2019;97500;30000;West;Colorado;Pueblo West;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
4685;Maruti;2018;97500;36000;Central;Illinois;Lake In The Hills;Diesel;Dealer;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;N
6265;Mahindra;2019;97500;12584;South;Tennessee;Lebanon;Diesel;Dealer;Manual;First_Owner;16,55;2498;105;247Nm@ 1800-2000rpm;6;N
6284;Hyundai;2017;97500;41000;Central;Missouri;Independence;Diesel;Dealer;Manual;First_Owner;20,5;1582;126,2;259.87NM@ 1500-3000rpm;5;N
6439;Mahindra;2015;97500;100000;East;Maryland;Camp Springs;Diesel;Individual;Manual;First_Owner;16;2179;140;330Nm@ 1600-2800rpm;7;N
7432;Maruti;2018;97500;5000;Central;Iowa;Newton;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
7592;Maruti;2018;97500;5000;Central;Nebraska;Fremont;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
7807;BMW;2009;97500;80000;West;Colorado;Grand Junction;Diesel;Dealer;Automatic;Second_Owner;22,48;1995;187,74;400Nm@ 1750-2500rpm;5;N
7156;Mahindra;2019;97700;30000;Central;Illinois;Burbank;Diesel;Individual;Manual;First_Owner;17,3;1497;121;300Nm@ 1750-2500rpm;8;N
2427;Hyundai;2015;97900;90000;South;Arkansas;Bella Vista;Diesel;Individual;Manual;First_Owner;19,67;1582;126,2;259.9Nm@ 1900-2750rpm;5;N
2948;Maruti;2019;98000;50000;Central;Wisconsin;Appleton;Diesel;Individual;Manual;First_Owner;24,3;1248;88,5;200Nm@ 1750rpm;5;N
4399;Tata;2017;98000;53000;West;California;Santa Clara;Diesel;Individual;Manual;First_Owner;17,6;2179;147,94;320Nm@ 1500-3000rpm;7;N
4653;Mahindra;2014;98000;120000;South;Alabama;Montgomery;Diesel;Individual;Manual;Second_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;N
7647;Tata;2018;98000;20000;East;Maryland;Dundalk;Diesel;Individual;Manual;First_Owner;21,5;1497;108,5;260Nm@ 1500-2750rpm;5;N
6481;Hyundai;2019;99000;15000;West;Oregon;Lake Oswego;Petrol;Individual;Manual;First_Owner;17;1591;121,3;151Nm@ 4850rpm;5;N
7095;Hyundai;2019;99000;19600;West;Utah;Kaysville;Diesel;Individual;Manual;First_Owner;22,1;1396;88,7;219.7Nm@ 1500-2750rpm;5;N
7608;Maruti;2018;99000;15000;Central;Illinois;Oswego;Diesel;Individual;Manual;First_Owner;25,1;1248;88,5;200Nm@ 1750rpm;5;N
7878;Hyundai;2017;99000;20000;South;Mississippi;Olive Branch;Petrol;Individual;Automatic;First_Owner;17;1591;121,3;151Nm@ 4850rpm;5;N
7919;Ford;2018;99000;60000;South;Tennessee;Brentwood;Diesel;Individual;Manual;First_Owner;23;1498;98,96;205Nm@ 1750-3250rpm;5;N
5415;Mahindra;2014;99900;25000;West;Washington;Lynnwood;Diesel;Individual;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;9;N
5421;Mahindra;2014;99900;25000;South;Georgia;Kennesaw;Diesel;Individual;Manual;First_Owner;15,4;2179;120;280Nm@ 1800-2800rpm;9;N
250;Maruti;2016;100000;70000;Central;Texas;Dallas;Diesel;Individual;Manual;First_Owner;24,52;1248;88,5;200Nm@ 1750rpm;7;Y
544;Toyota;2013;100000;190000;Central;Michigan;Detroit;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;8;Y
945;Hyundai;2019;100000;15000;East;Massachusetts;Boston;Diesel;Individual;Manual;First_Owner;22,1;1396;88,7;219.7Nm@ 1500-2750rpm;5;Y
1234;Maruti;2018;100000;50000;East;New York;Utica;Diesel;Individual;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;Y
1566;Toyota;2018;100000;4295;West;Idaho;Lewiston;Petrol;Trustmark_Dealer;Manual;First_Owner;17,1;1496;105,5;140Nm@ 4200rpm;5;Y
1567;Toyota;2018;100000;5229;West;Idaho;Lewiston;Petrol;Trustmark_Dealer;Manual;First_Owner;17,1;1496;105,5;140Nm@ 4200rpm;5;Y
1676;Volkswagen;2016;100000;60000;Central;Iowa;Fort Dodge;Diesel;Individual;Automatic;First_Owner;22,15;1498;108,6;250Nm@ 1500-3000rpm;5;Y
1862;Toyota;2018;100000;4295;Central;Michigan;Burton;Petrol;Trustmark_Dealer;Manual;First_Owner;17,1;1496;105,5;140Nm@ 4200rpm;5;Y
1863;Toyota;2018;100000;5229;Central;Michigan;Burton;Petrol;Trustmark_Dealer;Manual;First_Owner;17,1;1496;105,5;140Nm@ 4200rpm;5;Y
1882;Maruti;2018;100000;40000;Central;Indiana;Lawrence;Diesel;Individual;Manual;First_Owner;28,09;1248;88,5;200Nm@ 1750rpm;5;Y
2309;Toyota;2016;100000;65000;Central;Illinois;Alton;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;8;N
2463;Mahindra;2013;100000;40000;East;Maine;Gorham;Diesel;Individual;Automatic;First_Owner;11,18;2696;184;402Nm@ 1600-3000rpm;7;N
2661;Mahindra;2015;100000;35000;Central;Texas;Plainview;Diesel;Individual;Manual;First_Owner;15,4;1997;120;280Nm@ 1800-2800rpm;7;N
3035;Hyundai;2017;100000;15000;Central;Wisconsin;New Berlin;Petrol;Individual;Automatic;First_Owner;17,01;1591;121,3;154.9Nm@ 4200rpm;5;N
3288;Mahindra;2014;100000;120000;East;Ohio;Canton;Diesel;Individual;Manual;Third_Owner;15,1;2179;140;330Nm@ 1600-2800rpm;7;N
3297;Toyota;2015;100000;50000;East;Ohio;Reynoldsburg;Diesel;Individual;Manual;First_Owner;12,99;2494;100,6;200Nm@ 1200-3600rpm;8;N
